iter	RMSE
0	11.66722348
1	8.397460248
2	7.21966301333	4.89280270544	3.31601045255	1.88789404266	0.6758222387	7	12.61851898	8	9.252700789	9	7.70821388110	5.199985042111	3.923405282112	2.228416733113	0.8550291421414	14.28337421515	10.53019921616	9.097818281717	6.46429318	18	4.707260819	19	2.72380620	220	1.25536821	121	15.3728322	122	11.7230523	23	10.0748462424	7.276232882525	5.644711152626	3.305322392727	1.472317722828	16.4338263229	12.58559583030	10.94959773131	8.161649633232	6.253762853333	4.017502073434	1.79369812335	6.983784939336	4.613772125337	3.708406195338	2.046567235339	1.221474298440	0.4457395974141	0.08230046242	42	7.646733143	43	5.099508144	44	4.100925045	45	2.299569246	46	1.608247347	47	0.625280848	048	0.118448249	149	8.98717450	150	5.98681951	851	4.9225352	5.52	3.0921453	453	1.95521454	254	0.82610855	0.55	0.20688356	1456	10.016857	1157	6.7753358	9.58	5.5350059	6.59	3.659260	4.660	2.463261	2.761	1.067362	0.862	0.269463	15.263	11.064	11.7664	7.4465	10.3865	6.1766	7.53266	4.2867	5.36467	2.7868	3.12068	1.3869	1.11269	0.4470	2.702270	1.871	1.037071	0.572	0.5269272	0.273	0.089973	0.03974	0.021174	0.00875	0.0004075	0.000276	1.0392076	1.048177	3.9310377	2.78	1.5688978	0.79	0.91864879	0.80	0.22541880	0.81	0.045138081	0.82	0.003491382	0.083	1.4729658283	1.484	5.244181178485	2.499432338586	1.751457338687	0.617258716888	0.1907951536889	0.02874901538890	0.0002491021379091	6.926060798
92	3.340750529
93	2.60499543
94	0.979035118
95	0.4422651753
96	0.06801507786997	0.002740344289798	7.499256224
99	4.207928962
100	3.152748763
101	1.462282133
102	0.6451778557
103	0.1546291256
104	0.01052074457
105	0.4652110293
106	0.07474050654
107	0.02262418786
108	0.001006032096
109	5.506615892e-05
110	3.279308032e-08
111	1.000373404e-13
112	0.9218476571
113	0.1700133916
114	0.05680770713
115	0.005721095933
116	0.0002763698615
117	1.661377995e-06
118	5.695394864e-11
119	1.583825752
120	0.4527997113
121	0.2192687894
122	0.02412424237
123	0.003288397983
124	7.304125973e-05
125	1.001902947e-08
126	2.536894215
127	0.7798391934
128	0.4714785116
129	0.07239421233
130	0.0171855318
131	0.0003270109829
132	8.633327569e-07
133	3.242063237
134	1.107785828
135	0.6480764481
136	0.1504942069
137	0.03618908175
138	0.001649852185
139	9.96618538e-06
140	0.07696383155
141	0.004539847025
142	0.0008486713526
143	2.973038631e-06
144	2.00131484e-08
145	4.513738662e-13
146	2.212178468e-14
147	0.2333712216
148	0.02492378101
149	0.005095105832
150	0.0001186554118
151	1.647230784e-06
152	3.586783744e-10
153	2.427980158e-14
154	0.8055672375
155	0.110975207
156	0.03349372378
157	0.001854363646
158	0.0002005228286
159	3.651451455e-07
160	5.224945009e-12
161	1.52488064
162	0.373684824
163	0.1281231794
164	0.01577387735
165	0.00232566946
166	2.077595919e-05
167	3.771275981e-09
168	2.468106968
169	0.7164452283
170	0.3442291885
171	0.06148517934
172	0.008194450789
173	0.0001763270054
174	2.867617929e-07
175	0.0005406674363
176	1.037545322e-06
177	9.448802364e-08
178	9.636237273e-13
179	4.7974125e-14
180	3.356922394e-14
181	1.878750436e-14
182	0.005094694672
183	4.312492138e-05
184	2.293683454e-06
185	7.803619785e-10
186	1.645837352e-13
187	3.845912391e-14
188	2.278618603e-14
189	0.04693224106
190	0.001168008973
191	0.0001063610057
192	4.215610252e-07
193	3.767123797e-09
194	9.904098086e-14
195	4.065136878e-14
196	0.1625774583
197	0.008421805159
198	0.001402148509
199	2.469973828e-05
200	5.051536819e-07
201	6.330237402e-11
202	3.731741064e-14
203	0.3873825549
204	0.04165802737
205	0.01116798486
206	0.000250659569
207	7.380997303e-06
208	6.788706993e-09
209	7.797115721e-14
210	0.001939213951
211	1.712471694e-05
212	2.101404099e-07
213	1.278651316e-11
214	4.16894514e-14
215	2.375258577e-14
216	1.615868107e-14
217	0.01698674597
218	0.0003870014808
219	2.634767232e-05
220	4.354300479e-08
221	5.204879498e-11
222	3.24364111e-14
223	1.544201011e-14
224	0.1956060254
225	0.01246975019
226	0.001418429399
227	2.694825357e-05
228	1.333636345e-07
229	2.659808306e-11
230	3.34004359e-14
231	0.5529431886
232	0.04807301762
233	0.01788545768
234	0.0006166306717
235	2.289407272e-05
236	4.345210586e-08
237	7.844739506e-14
238	1.147953159
239	0.1995893471
240	0.07165477349
241	0.005159958654
242	0.0003830251015
243	4.070631653e-06
244	6.571108361e-11
245	3.58600193e-07
246	1.970722559e-11
247	7.99580406e-14
248	5.916304342e-14
249	3.582884817e-14
250	2.315741018e-14
251	1.616980071e-14
252	2.635559444e-05
253	1.167139151e-08
254	8.878782945e-11
255	1.002323953e-13
256	7.564639473e-14
257	3.226602987e-14
258	1.478527446e-14
259	0.002088595446
260	1.30207995e-05
261	1.865824752e-07
262	1.227950787e-10
263	1.022806634e-13
264	5.01717572e-14
265	2.820587201e-14
266	0.02103202354
267	0.0002040991213
268	3.885067369e-05
269	2.311421524e-08
270	7.551864917e-11
271	6.876548474e-14
272	3.510527702e-14
273	0.0718145319
274	0.00308898625
275	0.0003699388112
276	2.441850656e-06
277	1.489624975e-08
278	2.321966342e-12
279	4.397735034e-14
510959964e-09
278	6.488636622e-14
279	4.375243805e-14
